ANNO,CODICE_ATS_RESIDENZA,DESCRIZIONE_ATS_RESIDENZA,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,ATC LIVELLO 1 ,DESCRIZIONE_ATC LIVELLO 1,GENERE,FASCIA_ETA',POPOLAZIONE,DDD PER ATC LIVELLO 1
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,18-39,140835,27.858102181008
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,140367,26.780921186913
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,143640,0.38312343559288
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",B,SANGUE E ORGANI EMOPOIETICI,M,0-17,105841,1.8165321370956
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",ALL,ALL,F,0-17,96725,54.950434927665
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",S,ORGANI DI SENSO,F,65-79,27465,43.991075360507
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",B,SANGUE E ORGANI EMOPOIETICI,M,40-64,263354,49.982600092594
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",S,ORGANI DI SENSO,F,0-17,98683,0.25471547949842
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",C,SISTEMA CARDIOVASCOLARE,M,80 e +,21224,1639.6202470971
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",ALL,ALL,F,18-39,39655,179.4420464008
2015,30,REGIONE LOMBARDIA,,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,1201129,21.695676803365
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,292154,3.0218452425574
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",D,DERMATOLOGICI,M,18-39,66463,3.168444365323
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,100633,0.46559410488615
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",B,SANGUE E ORGANI EMOPOIETICI,F,0-17,26023,1.7194102781649
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,48114,4.4359211772531
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",B,SANGUE E ORGANI EMOPOIETICI,M,18-39,143075,5.0251192495351
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",D,DERMATOLOGICI,M,0-17,104745,0.59244989625817
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",N,SISTEMA NERVOSO,M,0-17,105095,3.6124805339033
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",C,SISTEMA CARDIOVASCOLARE,M,80 e +,24372,1755.9298495837
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,103044,16.096004740678
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,60582,6.823978541194
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,103871,21.038233136375
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,660807,106.10076979028
2013,30,REGIONE LOMBARDIA,,,,S,ORGANI DI SENSO,M,65-79,716823,45.571840905591
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,53714,19.507415837191
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",D,DERMATOLOGICI,M,18-39,416993,2.4448568753962
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",V,VARI,M,65-79,78656,5.6064692212097
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",C,SISTEMA CARDIOVASCOLARE,M,80 e +,86134,1520.4565582514
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",V,VARI,F,40-64,221136,0.63501011832624
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,65-79,41270,392.08969866744
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",N,SISTEMA NERVOSO,F,18-39,413281,25.477960998501
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",B,SANGUE E ORGANI EMOPOIETICI,M,65-79,108386,231.32587534357
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",D,DERMATOLOGICI,M,65-79,73469,5.8691138594764
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",R,SISTEMA RESPIRATORIO,M,65-79,253836,83.743336869687
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",ALL,ALL,M,18-39,140701,122.19408113418
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,269136,39.173132281968
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,144412,1.4918991829851
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,658409,37.033025577298
2014,30,REGIONE LOMBARDIA,,,,N,SISTEMA NERVOSO,M,18-39,1224122,25.774327691272
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,86822,21.802605742378
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",D,DERMATOLOGICI,M,65-79,27085,5.0557809639827
2014,30,REGIONE LOMBARDIA,,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,815557,1.2316962601526
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",R,SISTEMA RESPIRATORIO,F,0-17,272090,19.910165609444
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",D,DERMATOLOGICI,M,80 e +,26428,4.0531680807836
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,47304,360.40713838733
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",J,ANTINFETTIVI PER USO SISTEMICO,M,80 e +,15249,21.460821234971
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,102352,15.305871278855
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",ALL,ALL,F,65-79,121883,2128.1912070635
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",D,DERMATOLOGICI,F,0-17,98535,0.47131189741847
2015,30,REGIONE LOMBARDIA,,,,D,DERMATOLOGICI,M,65-79,736311,6.3845113709322
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,60289,20.84654981588
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",N,SISTEMA NERVOSO,M,65-79,24643,102.43231197008
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,80 e +,41941,50.974935427811
2014,30,REGIONE LOMBARDIA,,,,R,SISTEMA RESPIRATORIO,M,18-39,1224122,23.266690437808
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",R,SISTEMA RESPIRATORIO,M,0-17,295074,24.584987071235
2012,30,REGIONE LOMBARDIA,,,,S,ORGANI DI SENSO,M,80 e +,217639,67.670202671224
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,220780,16.285712214229
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,421828,18.905539673614
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,80 e +,45957,51.539170421188
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",R,SISTEMA RESPIRATORIO,F,0-17,275635,20.250113484784
2014,30,REGIONE LOMBARDIA,,,,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,1851767,50.297624607432
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,135797,15.634666385393
2013,30,REGIONE LOMBARDIA,,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,716823,12.774826060546
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",R,SISTEMA RESPIRATORIO,F,18-39,86510,21.809529255164
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",R,SISTEMA RESPIRATORIO,M,65-79,41746,83.307114011241
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,41935,0.30314691198152
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,169479,21.064008457069
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",N,SISTEMA NERVOSO,M,18-39,61541,28.460826803255
2013,30,REGIONE LOMBARDIA,,,,D,DERMATOLOGICI,M,18-39,1254026,2.6376984368318
2012,30,REGIONE LOMBARDIA,,,,N,SISTEMA NERVOSO,F,80 e +,435360,154.39643950723
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",C,SISTEMA CARDIOVASCOLARE,M,0-17,28445,0.89943091348919
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",D,DERMATOLOGICI,F,80 e +,156493,3.673409594935
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",D,DERMATOLOGICI,F,80 e +,47304,2.3942187985874
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,413212,0.94953051706533
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",ALL,ALL,F,65-79,66783,2363.990050608
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,218840,30.457175387663
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",ALL,ALL,M,40-64,216570,744.98055872062
2017,30,REGIONE LOMBARDIA,,,,N,SISTEMA NERVOSO,M,80 e +,272385,138.02414998898
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,92659,0.90478243148611
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,259941,110.30722676917
2017,30,REGIONE LOMBARDIA,,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,745631,13.064074788022
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",ALL,ALL,F,80 e +,50106,2772.3251173595
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",B,SANGUE E ORGANI EMOPOIETICI,F,18-39,37783,16.360337745023
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",C,SISTEMA CARDIOVASCOLARE,F,65-79,48255,1233.3260703744
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",S,ORGANI DI SENSO,F,80 e +,63780,58.852321319344
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,29540,254.95408117985
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,79759,49.606475060236
2012,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",R,SISTEMA RESPIRATORIO,F,0-17,39713,17.396328855175
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,58015,56.517978661246
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,8322,257.74955309083
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",S,ORGANI DI SENSO,F,0-17,115657,0.17338301105027
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",V,VARI,M,80 e +,32568,5.3625671901862
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,137964,24.212607835518
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",V,VARI,M,80 e +,8603,4.4043378270817
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",B,SANGUE E ORGANI EMOPOIETICI,M,65-79,58015,240.32410469896
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",V,VARI,M,18-39,150358,0.11737180121117
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,62776,25.078004454706
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,62543,107.15456607868
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",N,SISTEMA NERVOSO,F,65-79,305725,132.28191499862
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,103914,22.165447402386
2017,30,REGIONE LOMBARDIA,,,,M,SISTEMA MUSCOLO-SCHELETRICO,F,0-17,801121,0.22226416195498
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,27825,0.33730541919777
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",V,VARI,M,40-64,228520,1.565398984135
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",S,ORGANI DI SENSO,F,80 e +,50106,56.206807688452
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,105963,21.729852149903
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,22422,379.86023239555
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",S,ORGANI DI SENSO,F,80 e +,45957,59.958874168604
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",N,SISTEMA NERVOSO,M,0-17,64625,3.9052136706913
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,41270,198.00282801863
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",V,VARI,M,18-39,140701,0.13430754104453
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,65-79,248790,34.160424497893
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",B,SANGUE E ORGANI EMOPOIETICI,F,65-79,305859,145.91159626074
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",D,DERMATOLOGICI,M,18-39,60582,3.2987043494332
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,99145,3.0488902931443
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,63641,14.026825431875
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,150555,0.88554567079137
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",C,SISTEMA CARDIOVASCOLARE,M,18-39,436199,21.383826067946
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",C,SISTEMA CARDIOVASCOLARE,F,18-39,59533,15.605769291797
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",S,ORGANI DI SENSO,M,0-17,105841,0.098778304442966
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",D,DERMATOLOGICI,F,18-39,406268,1.4503150359793
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,145989,1.6252428476336
2013,30,REGIONE LOMBARDIA,,,,S,ORGANI DI SENSO,M,18-39,1254026,1.0860606676965
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,274557,2.6473603349007
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",N,SISTEMA NERVOSO,M,0-17,293019,3.0870638652835
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,416993,11.105994952869
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,65015,3.5487766325233
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,80 e +,16865,1.6459434446657
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",N,SISTEMA NERVOSO,M,0-17,104745,3.4995212053131
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,102242,2.8904849784203
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",S,ORGANI DI SENSO,M,40-64,214541,8.4175616446115
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",ALL,ALL,F,18-39,137461,165.44217585817
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,97399,0.40345017751821
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",B,SANGUE E ORGANI EMOPOIETICI,M,18-39,150358,5.5564782271727
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",N,SISTEMA NERVOSO,F,80 e +,70192,171.05829746712
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",ALL,ALL,M,18-39,182703,123.19195565396
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",S,ORGANI DI SENSO,M,0-17,120220,0.35977461389918
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,26428,0.68281006789395
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",N,SISTEMA NERVOSO,M,80 e +,15932,136.02763356
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,40462,263.87619081478
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,28662,3.509009753646
2014,30,REGIONE LOMBARDIA,,,,S,ORGANI DI SENSO,M,80 e +,238164,71.263192465682
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",ALL,ALL,M,18-39,146157,134.16585690237
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,39604,5.8430307949882
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",N,SISTEMA NERVOSO,F,0-17,60035,3.3698604646722
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",R,SISTEMA RESPIRATORIO,F,0-17,38829,14.754316739133
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",S,ORGANI DI SENSO,M,65-79,86729,44.575508111317
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",C,SISTEMA CARDIOVASCOLARE,M,80 e +,32965,1484.9457667371
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,25609,299.85099651932
2012,30,REGIONE LOMBARDIA,,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,814067,0.15930362633771
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",A,APPARATO GASTROINTESTINALE E METABOLISMO,F,0-17,39482,4.6793205629085
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,62079,4.6054497066272
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",D,DERMATOLOGICI,F,80 e +,41206,2.3040165717353
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",S,ORGANI DI SENSO,F,0-17,99145,0.24048535527693
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,89082,1.0478757578883
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,277121,0.48034714933429
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",C,SISTEMA CARDIOVASCOLARE,M,80 e +,25609,1606.1204727812
2017,30,REGIONE LOMBARDIA,,,,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,272385,377.18602983301
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,108386,14.798509510833
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",C,SISTEMA CARDIOVASCOLARE,M,40-64,145091,448.7052727371
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",C,SISTEMA CARDIOVASCOLARE,F,65-79,28712,1150.5989247546
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,202366,21.113954252761
