ANNO,PROVINCIA,GENERE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2014,BRESCIA,F,tumori-tumori maligni-di cui tumori maligni della vescica,10.18167955,45.51939749,29,"(45.51939749, 10.18167955)"
2015,COMO,ALL,disturbi psichici e comportamentali-demenza,9.039360974,45.80216962,207,"(45.80216962, 9.039360974)"
2015,MONZA E DELLA BRIANZA,F,malattie del sistema nervoso e degli organi di senso,9.258430902,45.5823624,223,"(45.5823624, 9.258430902)"
2014,MONZA E DELLA BRIANZA,M,disturbi psichici e comportamentali,9.258430902,45.5823624,76,"(45.5823624, 9.258430902)"
2014,BRESCIA,ALL,disturbi psichici e comportamentali,10.18167955,45.51939749,310,"(45.51939749, 10.18167955)"
2014,SONDRIO,ALL,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2012,MILANO,F,disturbi psichici e comportamentali,9.18951,45.46427,535,"(45.46427, 9.18951)"
2015,REGIONE LOMBARDIA,M,"malattie endocrine, nutrizionali e metaboliche",,,1418,
2014,MANTOVA,M,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,10.77086348,45.14135331,6,"(45.14135331, 10.77086348)"
2013,SONDRIO,F,disturbi psichici e comportamentali,9.879429303,46.1707552,45,"(46.1707552, 9.879429303)"
2015,VARESE,M,malattie del sistema circolatorio,8.80650544,45.80041256,1364,"(45.80041256, 8.80650544)"
2014,PAVIA,M,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.14034225,45.18407925,69,"(45.18407925, 9.14034225)"
2012,COMO,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.039360974,45.80216962,88,"(45.80216962, 9.039360974)"
2015,LECCO,F,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.388156645,45.85028614,13,"(45.85028614, 9.388156645)"
2013,MONZA E DELLA BRIANZA,ALL,disturbi psichici e comportamentali-demenza,9.258430902,45.5823624,175,"(45.5823624, 9.258430902)"
2015,LODI,F,tumori-tumori maligni-di cui tumori maligni della tiroide,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2013,LECCO,M,"malattie endocrine, nutrizionali e metaboliche",9.388156645,45.85028614,41,"(45.85028614, 9.388156645)"
2014,PAVIA,F,tumori-tumori maligni-di cui altri tumori maligni,9.14034225,45.18407925,137,"(45.18407925, 9.14034225)"
2012,BERGAMO,F,tumori-tumori maligni-di cui tumori maligni della tiroide,9.63853045,45.68012929,4,"(45.68012929, 9.63853045)"
2015,BRESCIA,M,malattie del sistema circolatorio,10.18167955,45.51939749,1621,"(45.51939749, 10.18167955)"
2013,LODI,M,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.510140481,45.31535435,15,"(45.31535435, 9.510140481)"
2013,MANTOVA,F,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,49,"(45.14135331, 10.77086348)"
2015,ITALIA,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,,,2880,
2013,CREMONA,F,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2012,MANTOVA,F,malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,121,"(45.14135331, 10.77086348)"
2013,ITALIA,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),,,8051,
2012,COMO,F,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.039360974,45.80216962,20,"(45.80216962, 9.039360974)"
2013,CREMONA,ALL,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,10.0131151,45.13644491,19,"(45.13644491, 10.0131151)"
2013,LODI,F,malattie del sistema nervoso e degli organi di senso,9.510140481,45.31535435,61,"(45.31535435, 9.510140481)"
2014,ITALIA,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",,,5905,
2014,LECCO,F,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.388156645,45.85028614,25,"(45.85028614, 9.388156645)"
2015,MONZA E DELLA BRIANZA,ALL,malattie del sistema circolatorio,9.258430902,45.5823624,2452,"(45.5823624, 9.258430902)"
2012,BERGAMO,M,tumori-tumori maligni-di cui tumori maligni della tiroide,9.63853045,45.68012929,2,"(45.68012929, 9.63853045)"
2015,CREMONA,M,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,10.0131151,45.13644491,15,"(45.13644491, 10.0131151)"
2012,SONDRIO,ALL,tumori-tumori maligni-di cui altri tumori maligni,9.879429303,46.1707552,87,"(46.1707552, 9.879429303)"
2014,COMO,M,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.039360974,45.80216962,28,"(45.80216962, 9.039360974)"
2014,SONDRIO,ALL,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2012,REGIONE LOMBARDIA,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,,,1547,
2013,MONZA E DELLA BRIANZA,M,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.258430902,45.5823624,17,"(45.5823624, 9.258430902)"
2013,BRESCIA,F,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,10.18167955,45.51939749,35,"(45.51939749, 10.18167955)"
2015,MANTOVA,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",10.77086348,45.14135331,134,"(45.14135331, 10.77086348)"
2013,BRESCIA,M,malattie del sistema circolatorio,10.18167955,45.51939749,1599,"(45.51939749, 10.18167955)"
2015,BRESCIA,F,tumori-tumori non maligni (benigni e di comportamento incerto),10.18167955,45.51939749,64,"(45.51939749, 10.18167955)"
2014,MILANO,F,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.18951,45.46427,39,"(45.46427, 9.18951)"
2013,MANTOVA,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2012,LECCO,F,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2012,BERGAMO,M,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.63853045,45.68012929,27,"(45.68012929, 9.63853045)"
2015,LODI,F,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2013,MANTOVA,ALL,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2015,BRESCIA,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),10.18167955,45.51939749,4,"(45.51939749, 10.18167955)"
2014,ITALIA,M,tumori-tumori maligni-di cui altri tumori maligni,,,12559,
2015,BERGAMO,M,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.63853045,45.68012929,27,"(45.68012929, 9.63853045)"
2015,LODI,M,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.510140481,45.31535435,7,"(45.31535435, 9.510140481)"
2015,REGIONE LOMBARDIA,F,tumori-tumori maligni-di cui tumori maligni della tiroide,,,56,
2013,VARESE,M,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2013,LODI,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.510140481,45.31535435,39,"(45.31535435, 9.510140481)"
2013,REGIONE LOMBARDIA,ALL,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,,,702,
2012,REGIONE LOMBARDIA,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",,,20,
2014,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.258430902,45.5823624,20,"(45.5823624, 9.258430902)"
2012,SONDRIO,M,tumori-tumori maligni-di cui tumori maligni della vescica,9.879429303,46.1707552,11,"(46.1707552, 9.879429303)"
2012,ITALIA,F,tumori-tumori non maligni (benigni e di comportamento incerto),,,3828,
2015,LODI,F,disturbi psichici e comportamentali-demenza,9.510140481,45.31535435,38,"(45.31535435, 9.510140481)"
2014,SONDRIO,ALL,tumori-tumori maligni-di cui leucemia,9.879429303,46.1707552,14,"(46.1707552, 9.879429303)"
2012,BERGAMO,ALL,malattie del sistema circolatorio,9.63853045,45.68012929,3210,"(45.68012929, 9.63853045)"
2013,BERGAMO,F,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.63853045,45.68012929,38,"(45.68012929, 9.63853045)"
2012,MILANO,M,tumori-tumori maligni-di cui leucemia,9.18951,45.46427,189,"(45.46427, 9.18951)"
2015,VARESE,F,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",8.80650544,45.80041256,122,"(45.80041256, 8.80650544)"
2015,REGIONE LOMBARDIA,M,tumori-tumori non maligni (benigni e di comportamento incerto),,,711,
2014,PAVIA,F,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.14034225,45.18407925,43,"(45.18407925, 9.14034225)"
2014,PAVIA,M,tumori-tumori maligni-di cui tumori maligni della vescica,9.14034225,45.18407925,37,"(45.18407925, 9.14034225)"
2013,REGIONE LOMBARDIA,M,"malattie endocrine, nutrizionali e metaboliche",,,1264,
2014,VARESE,F,disturbi psichici e comportamentali-demenza,8.80650544,45.80041256,157,"(45.80041256, 8.80650544)"
2013,BERGAMO,M,"malattie endocrine, nutrizionali e metaboliche",9.63853045,45.68012929,111,"(45.68012929, 9.63853045)"
2014,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui altri tumori maligni,9.258430902,45.5823624,182,"(45.5823624, 9.258430902)"
2015,MILANO,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.18951,45.46427,156,"(45.46427, 9.18951)"
2012,LODI,M,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.510140481,45.31535435,22,"(45.31535435, 9.510140481)"
2012,LECCO,F,tumori-tumori maligni-di cui tumori maligni della tiroide,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2012,VARESE,F,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2012,LECCO,M,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.388156645,45.85028614,12,"(45.85028614, 9.388156645)"
2015,CREMONA,F,malattie del sistema circolatorio,10.0131151,45.13644491,940,"(45.13644491, 10.0131151)"
2012,BERGAMO,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),9.63853045,45.68012929,118,"(45.68012929, 9.63853045)"
2013,CREMONA,F,disturbi psichici e comportamentali,10.0131151,45.13644491,81,"(45.13644491, 10.0131151)"
2015,LODI,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.510140481,45.31535435,50,"(45.31535435, 9.510140481)"
2013,MILANO,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.18951,45.46427,695,"(45.46427, 9.18951)"
2015,SONDRIO,ALL,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.879429303,46.1707552,14,"(46.1707552, 9.879429303)"
2013,LECCO,ALL,tumori-tumori maligni-di cui tumori maligni della tiroide,9.388156645,45.85028614,4,"(45.85028614, 9.388156645)"
2015,BRESCIA,F,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,10.18167955,45.51939749,39,"(45.51939749, 10.18167955)"
2012,BRESCIA,M,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,10.18167955,45.51939749,42,"(45.51939749, 10.18167955)"
2015,MANTOVA,F,malattie del sistema circolatorio,10.77086348,45.14135331,1130,"(45.14135331, 10.77086348)"
2013,COMO,M,tumori-tumori non maligni (benigni e di comportamento incerto),9.039360974,45.80216962,44,"(45.80216962, 9.039360974)"
2012,VARESE,ALL,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,8.80650544,45.80041256,82,"(45.80041256, 8.80650544)"
2015,BRESCIA,ALL,tumori-tumori maligni-di cui altri tumori maligni,10.18167955,45.51939749,461,"(45.51939749, 10.18167955)"
2015,COMO,M,disturbi psichici e comportamentali-demenza,9.039360974,45.80216962,56,"(45.80216962, 9.039360974)"
2015,LECCO,ALL,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2014,MILANO,M,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.18951,45.46427,138,"(45.46427, 9.18951)"
2014,MANTOVA,ALL,malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,181,"(45.14135331, 10.77086348)"
2014,COMO,F,tumori-tumori maligni-di cui leucemia,9.039360974,45.80216962,21,"(45.80216962, 9.039360974)"
2013,BRESCIA,M,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,10.18167955,45.51939749,40,"(45.51939749, 10.18167955)"
2013,MANTOVA,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",10.77086348,45.14135331,39,"(45.14135331, 10.77086348)"
2012,BRESCIA,M,tumori-tumori maligni-di cui altri tumori maligni,10.18167955,45.51939749,220,"(45.51939749, 10.18167955)"
2012,VARESE,ALL,disturbi psichici e comportamentali-demenza,8.80650544,45.80041256,204,"(45.80041256, 8.80650544)"
2014,BRESCIA,F,disturbi psichici e comportamentali,10.18167955,45.51939749,196,"(45.51939749, 10.18167955)"
2014,COMO,M,malattie del sistema nervoso e degli organi di senso,9.039360974,45.80216962,69,"(45.80216962, 9.039360974)"
2014,BERGAMO,M,"malattie endocrine, nutrizionali e metaboliche",9.63853045,45.68012929,110,"(45.68012929, 9.63853045)"
2013,LODI,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.510140481,45.31535435,6,"(45.31535435, 9.510140481)"
2014,BRESCIA,ALL,tumori-tumori maligni-di cui tumori maligni della vescica,10.18167955,45.51939749,104,"(45.51939749, 10.18167955)"
2014,PAVIA,M,disturbi psichici e comportamentali,9.14034225,45.18407925,59,"(45.18407925, 9.14034225)"
2014,BRESCIA,ALL,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,10.18167955,45.51939749,278,"(45.51939749, 10.18167955)"
2012,PAVIA,F,tumori-tumori maligni-di cui leucemia,9.14034225,45.18407925,32,"(45.18407925, 9.14034225)"
2013,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui leucemia,9.258430902,45.5823624,29,"(45.5823624, 9.258430902)"
2014,MANTOVA,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),10.77086348,45.14135331,47,"(45.14135331, 10.77086348)"
2012,MANTOVA,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",10.77086348,45.14135331,42,"(45.14135331, 10.77086348)"
2013,LODI,M,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.510140481,45.31535435,8,"(45.31535435, 9.510140481)"
2014,VARESE,ALL,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,8.80650544,45.80041256,60,"(45.80041256, 8.80650544)"
2013,CREMONA,M,disturbi psichici e comportamentali-demenza,10.0131151,45.13644491,31,"(45.13644491, 10.0131151)"
2014,CREMONA,F,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2013,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui altri tumori maligni,9.258430902,45.5823624,145,"(45.5823624, 9.258430902)"
2014,LODI,ALL,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2012,VARESE,F,"malattie endocrine, nutrizionali e metaboliche",8.80650544,45.80041256,161,"(45.80041256, 8.80650544)"
2015,COMO,M,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.039360974,45.80216962,1,"(45.80216962, 9.039360974)"
2015,PAVIA,F,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.14034225,45.18407925,1,"(45.18407925, 9.14034225)"
2012,MILANO,ALL,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.18951,45.46427,587,"(45.46427, 9.18951)"
2012,BERGAMO,ALL,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.63853045,45.68012929,3,"(45.68012929, 9.63853045)"
2013,BERGAMO,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.63853045,45.68012929,1,"(45.68012929, 9.63853045)"
2013,MONZA E DELLA BRIANZA,M,malattie del sistema nervoso e degli organi di senso,9.258430902,45.5823624,149,"(45.5823624, 9.258430902)"
2013,PAVIA,M,disturbi psichici e comportamentali,9.14034225,45.18407925,51,"(45.18407925, 9.14034225)"
2012,COMO,F,malattie del sistema circolatorio,9.039360974,45.80216962,1040,"(45.80216962, 9.039360974)"
2014,BRESCIA,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.18167955,45.51939749,19,"(45.51939749, 10.18167955)"
2014,PAVIA,M,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2015,BERGAMO,M,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.63853045,45.68012929,129,"(45.68012929, 9.63853045)"
2015,SONDRIO,F,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2013,BRESCIA,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,10.18167955,45.51939749,89,"(45.51939749, 10.18167955)"
2015,REGIONE LOMBARDIA,F,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,,,836,
2014,ITALIA,ALL,"malattie endocrine, nutrizionali e metaboliche",,,26024,
2014,COMO,M,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.039360974,45.80216962,17,"(45.80216962, 9.039360974)"
2012,MANTOVA,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,31,"(45.14135331, 10.77086348)"
2015,MANTOVA,ALL,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,10.77086348,45.14135331,32,"(45.14135331, 10.77086348)"
2012,LODI,M,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,COMO,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.039360974,45.80216962,21,"(45.80216962, 9.039360974)"
2015,REGIONE LOMBARDIA,M,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,,,524,
2014,VARESE,F,malattie del sistema nervoso e degli organi di senso,8.80650544,45.80041256,239,"(45.80041256, 8.80650544)"
2013,MILANO,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.18951,45.46427,8,"(45.46427, 9.18951)"
2013,BRESCIA,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.18167955,45.51939749,20,"(45.51939749, 10.18167955)"
2014,CREMONA,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,10.0131151,45.13644491,33,"(45.13644491, 10.0131151)"
2014,ITALIA,M,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,,,1122,
2015,BRESCIA,F,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,10.18167955,45.51939749,34,"(45.51939749, 10.18167955)"
2014,MANTOVA,M,malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,73,"(45.14135331, 10.77086348)"
2013,BRESCIA,F,"malattie endocrine, nutrizionali e metaboliche",10.18167955,45.51939749,171,"(45.51939749, 10.18167955)"
2014,LECCO,M,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.388156645,45.85028614,9,"(45.85028614, 9.388156645)"
2013,LODI,F,disturbi psichici e comportamentali-demenza,9.510140481,45.31535435,28,"(45.31535435, 9.510140481)"
2013,SONDRIO,ALL,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.879429303,46.1707552,11,"(46.1707552, 9.879429303)"
2013,MANTOVA,ALL,tumori-tumori maligni-di cui leucemia,10.77086348,45.14135331,34,"(45.14135331, 10.77086348)"
2013,SONDRIO,ALL,tumori-tumori maligni-di cui altri tumori maligni,9.879429303,46.1707552,88,"(46.1707552, 9.879429303)"
2015,VARESE,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2012,MANTOVA,ALL,"malattie endocrine, nutrizionali e metaboliche",10.77086348,45.14135331,201,"(45.14135331, 10.77086348)"
2015,BRESCIA,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",10.18167955,45.51939749,1,"(45.51939749, 10.18167955)"
2012,VARESE,M,disturbi psichici e comportamentali,8.80650544,45.80041256,57,"(45.80041256, 8.80650544)"
2012,CREMONA,M,tumori-tumori maligni-di cui tumori maligni della vescica,10.0131151,45.13644491,23,"(45.13644491, 10.0131151)"
2013,LECCO,M,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.388156645,45.85028614,34,"(45.85028614, 9.388156645)"
2013,MONZA E DELLA BRIANZA,ALL,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.258430902,45.5823624,65,"(45.5823624, 9.258430902)"
2013,REGIONE LOMBARDIA,M,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,,,287,
2015,COMO,ALL,malattie del sistema nervoso e degli organi di senso,9.039360974,45.80216962,285,"(45.80216962, 9.039360974)"
2012,LECCO,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),9.388156645,45.85028614,35,"(45.85028614, 9.388156645)"
2014,MANTOVA,ALL,tumori-tumori maligni-di cui tumori maligni della tiroide,10.77086348,45.14135331,6,"(45.14135331, 10.77086348)"
2014,LODI,ALL,tumori-tumori maligni-di cui tumori maligni della vescica,9.510140481,45.31535435,11,"(45.31535435, 9.510140481)"
2014,COMO,M,disturbi psichici e comportamentali,9.039360974,45.80216962,33,"(45.80216962, 9.039360974)"
2014,SONDRIO,F,disturbi psichici e comportamentali-demenza,9.879429303,46.1707552,43,"(46.1707552, 9.879429303)"
2014,ITALIA,M,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,,,2375,
2014,REGIONE LOMBARDIA,M,"malattie endocrine, nutrizionali e metaboliche",,,1276,
2014,SONDRIO,F,disturbi psichici e comportamentali,9.879429303,46.1707552,45,"(46.1707552, 9.879429303)"
2015,MONZA E DELLA BRIANZA,F,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.258430902,45.5823624,16,"(45.5823624, 9.258430902)"
2015,MILANO,F,tumori-tumori maligni-di cui altri tumori maligni,9.18951,45.46427,663,"(45.46427, 9.18951)"
2013,MANTOVA,M,tumori-tumori maligni-di cui tumori maligni della tiroide,10.77086348,45.14135331,3,"(45.14135331, 10.77086348)"
2014,SONDRIO,F,tumori-tumori non maligni (benigni e di comportamento incerto),9.879429303,46.1707552,19,"(46.1707552, 9.879429303)"
2013,BERGAMO,M,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.63853045,45.68012929,24,"(45.68012929, 9.63853045)"
2014,REGIONE LOMBARDIA,ALL,tumori-tumori maligni-di cui tumori maligni della tiroide,,,85,
2015,PAVIA,ALL,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.14034225,45.18407925,72,"(45.18407925, 9.14034225)"
2015,SONDRIO,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.879429303,46.1707552,8,"(46.1707552, 9.879429303)"
2012,SONDRIO,F,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2012,MILANO,ALL,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.18951,45.46427,9,"(45.46427, 9.18951)"
2015,REGIONE LOMBARDIA,M,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",,,327,
2014,MILANO,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.18951,45.46427,633,"(45.46427, 9.18951)"
2012,BERGAMO,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.63853045,45.68012929,158,"(45.68012929, 9.63853045)"
2012,VARESE,M,malattie del sistema nervoso e degli organi di senso,8.80650544,45.80041256,146,"(45.80041256, 8.80650544)"
2012,MONZA E DELLA BRIANZA,F,"malattie endocrine, nutrizionali e metaboliche",9.258430902,45.5823624,133,"(45.5823624, 9.258430902)"
2014,CREMONA,ALL,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,10.0131151,45.13644491,38,"(45.13644491, 10.0131151)"
2012,SONDRIO,F,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.879429303,46.1707552,25,"(46.1707552, 9.879429303)"
2014,CREMONA,F,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,10.0131151,45.13644491,14,"(45.13644491, 10.0131151)"
2012,VARESE,F,tumori-tumori maligni-di cui leucemia,8.80650544,45.80041256,29,"(45.80041256, 8.80650544)"
2015,LECCO,M,tumori-tumori non maligni (benigni e di comportamento incerto),9.388156645,45.85028614,24,"(45.85028614, 9.388156645)"
2012,LECCO,ALL,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.388156645,45.85028614,20,"(45.85028614, 9.388156645)"
2014,BERGAMO,F,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.63853045,45.68012929,42,"(45.68012929, 9.63853045)"
2014,REGIONE LOMBARDIA,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,,,244,
2013,ITALIA,M,tumori-tumori maligni-di cui altri tumori maligni,,,12302,
2012,COMO,ALL,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.039360974,45.80216962,33,"(45.80216962, 9.039360974)"
2012,REGIONE LOMBARDIA,F,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,,,816,
2012,PAVIA,M,tumori-tumori non maligni (benigni e di comportamento incerto),9.14034225,45.18407925,41,"(45.18407925, 9.14034225)"
2015,PAVIA,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.14034225,45.18407925,25,"(45.18407925, 9.14034225)"
2015,MILANO,ALL,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.18951,45.46427,166,"(45.46427, 9.18951)"
2012,ITALIA,F,tumori-tumori maligni-di cui tumori maligni della vescica,,,1249,
2012,REGIONE LOMBARDIA,F,disturbi psichici e comportamentali-demenza,,,1723,
2012,COMO,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.039360974,45.80216962,144,"(45.80216962, 9.039360974)"
2015,PAVIA,ALL,malattie del sistema nervoso e degli organi di senso,9.14034225,45.18407925,363,"(45.18407925, 9.14034225)"
