CLASSIFICAZIONE da REPORT,VACCINO,Patologia,Inizio Sintomi Anno,Sesso,Età Classe,Numero Pratiche,Popolazione Residente,Tasso Età-Sesso (x100'000),Tasso Regione(x 100000),Tasso Regione(x 100000) 1,Tasso
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,10-14,0,231824,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,15-19,0,224787,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,20-24,0,235288,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,25-29,0,270586,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,30-34,0,342848,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,35-39,0,426993,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,40-44,1,441502,0.23,0,0,0.23
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,45-49,0,410444,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,50-54,0,336636,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,55-59,1,295927,0.34,0,0,0.34
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,60-64,0,306377,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,65-69,0,240701,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,70-74,0,239589,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,75-79,0,171469,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,80-84,1,108579,0.92,0,0,0.92
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,011",M,Da 85,1,66411,1.51,0,0,1.51
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,60-64,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,018",F,50-54,0,415835,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,00-04,1,236607,0.42,0,0,0.42
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,05-09,0,225667,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,10-14,0,212054,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,15-19,0,208709,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,20-24,1,220445,0.45,0,0,0.45
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,25-29,0,266388,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,30-34,0,341974,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,35-39,0,402879,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,40-44,1,418823,0.24,0,0,0.24
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,45-49,0,383203,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,50-54,1,330401,0.3,0,0,0.3
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,55-59,0,307635,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,60-64,0,313248,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,65-69,2,282188,0.71,0,0,0.71
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,70-74,0,277488,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,75-79,0,235131,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,80-84,0,185213,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",F,Da 85,0,175725,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,00-04,3,250730,1.2,0,0,1.2
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,05-09,0,238515,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,10-14,0,226029,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,15-19,0,224003,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,20-24,0,232137,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,25-29,0,273027,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,30-34,0,358014,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,35-39,0,428992,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,40-44,1,442823,0.23,0,0,0.23
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,45-49,0,394368,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,50-54,0,327101,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,55-59,1,296310,0.34,0,0,0.34
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,60-64,1,294879,0.34,0,0,0.34
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,018",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,65-69,0,252593,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,70-74,1,231002,0.43,0,0,0.43
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,75-79,0,166870,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,80-84,1,102596,0.98,0,0,0.98
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,010",M,Da 85,0,62374,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,,MENINGITI BATTERICHE,"2,018",F,55-59,3,354869,0.85,0,0,0.85
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,65-69,1,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,00-04,0,233574,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,05-09,0,220979,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,10-14,0,207525,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,15-19,0,207144,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,20-24,0,219237,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,25-29,0,269607,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,30-34,1,355165,0.28,0,0,0.28
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,35-39,0,402894,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,40-44,0,417463,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,45-49,0,367507,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,50-54,0,322218,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,55-59,0,309674,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,60-64,1,304054,0.33,0,0,0.33
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,65-69,0,291197,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,70-74,0,269108,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,75-79,1,233002,0.43,0,0,0.43
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,80-84,0,182325,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",F,Da 85,0,167633,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,00-04,0,246711,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,05-09,0,234273,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,10-14,0,221227,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,15-19,1,221705,0.45,0,0,0.45
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,20-24,0,231035,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,25-29,0,277504,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,30-34,0,375724,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,35-39,0,430905,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,40-44,1,442547,0.23,0,0,0.23
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,45-49,0,376498,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,50-54,1,319375,0.31,0,0,0.31
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,55-59,1,298528,0.34,0,0,0.34
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,60-64,0,286181,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,65-69,0,260627,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,70-74,1,221263,0.45,0,0,0.45
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,75-79,0,161646,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,80-84,0,98554,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,009",M,Da 85,0,58067,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,60-64,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,70-74,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,75-79,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,80-84,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",?,Da 85,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,00-04,1,228666,0.44,0,0,0.44
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,05-09,0,216733,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,10-14,0,204044,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,15-19,0,204990,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,20-24,0,217384,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,25-29,0,273498,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,30-34,1,365378,0.27,0,0,0.27
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,35-39,0,401789,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,40-44,0,411254,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,45-49,1,352923,0.28,0,0,0.28
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,50-54,0,315687,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,55-59,1,316254,0.32,0,0,0.32
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,60-64,2,292128,0.69,0,0,0.69
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,65-69,1,299075,0.33,0,0,0.33
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,70-74,1,260863,0.38,0,0,0.38
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,75-79,1,231069,0.43,0,0,0.43
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,80-84,0,180007,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",F,Da 85,1,159177,0.63,0,0,0.63
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,00-04,1,242138,0.41,0,0,0.41
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,05-09,0,229892,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,10-14,0,216731,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,15-19,0,219871,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,20-24,0,227979,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,25-29,0,284044,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,30-34,1,387708,0.26,0,0,0.26
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,35-39,0,430978,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,40-44,1,434892,0.23,0,0,0.23
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,45-49,0,361064,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,50-54,0,312251,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,55-59,0,304849,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,60-64,1,274400,0.36,0,0,0.36
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,65-69,0,267499,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,70-74,1,211369,0.47,0,0,0.47
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,75-79,1,157227,0.64,0,0,0.64
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,80-84,0,95102,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA DA HIB,"2,008",M,Da 85,0,53493,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,00-04,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,05-09,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,10-14,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,15-19,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,20-24,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,25-29,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,30-34,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,35-39,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,40-44,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,45-49,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,50-54,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,55-59,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,60-64,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,65-69,0,0,0,0,0,0
MALATTIE BATTERICHE,Patologia Coperta da Vaccino,MALATTIA INVASIVA MENINGOCOCCICA,"2,018",?,70-74,0,0,0,0,0,0
